device_id,timestamp,amount,channel,country,is_fraud
device-0001,2024-06-08T21:26:41Z,63.13,pos,BR,0
device-0001,2024-06-13T12:02:20Z,37.7,online,BR,0
device-0001,2024-06-17T20:18:21Z,26.82,online,BR,0
device-0001,2024-06-18T08:21:02Z,16.86,online,AU,0
device-0001,2024-06-23T10:55:54Z,87.45,online,GB,1
device-0001,2024-06-23T18:57:15Z,13.94,online,BR,0
device-0001,2024-06-26T23:31:50Z,54.94,pos,BR,0
device-0001,2024-06-30T18:32:28Z,27.89,pos,US,0
device-0001,2024-07-02T18:24:53Z,34.83,pos,NL,0
device-0001,2024-07-14T06:54:18Z,25.81,atm,BR,0
device-0001,2024-07-15T06:15:09Z,26.02,pos,BR,0
device-0001,2024-07-16T05:18:16Z,11.83,online,BR,0
device-0001,2024-07-16T21:07:45Z,36.92,pos,BR,0
device-0001,2024-07-27T19:06:57Z,60.5,online,BR,0
device-0001,2024-07-28T10:01:28Z,30.03,online,JP,0
device-0001,2024-08-01T12:32:27Z,23.03,online,BR,0
device-0001,2024-08-01T17:24:13Z,23.34,online,BR,0
device-0001,2024-08-09T00:26:43Z,7.1,online,BR,1
device-0001,2024-08-14T14:55:15Z,24.89,online,BR,0
device-0001,2024-08-17T07:47:20Z,46.52,online,BR,0
device-0001,2024-08-19T16:26:49Z,22.87,online,BR,0
device-0001,2024-08-22T11:08:04Z,35.02,online,BR,0
device-0001,2024-08-29T00:59:04Z,1.0,pos,DE,0
device-0001,2024-08-31T09:43:07Z,10.95,online,BR,0
device-0001,2024-09-01T13:50:19Z,26.25,pos,BR,0
device-0001,2024-09-05T03:26:27Z,24.66,pos,BR,0
device-0001,2024-09-10T18:38:47Z,19.54,atm,BR,0
device-0001,2024-09-11T13:07:52Z,19.97,pos,IN,0
device-0001,2024-09-13T19:25:15Z,41.1,online,BR,0
device-0001,2024-09-14T01:05:15Z,7.34,pos,BR,0
device-0001,2024-09-15T23:53:32Z,54.74,online,BR,0
device-0001,2024-09-17T20:34:34Z,8.28,pos,BR,0
device-0001,2024-09-21T06:32:40Z,24.28,online,BR,0
device-0001,2024-09-21T21:19:20Z,37.24,online,BR,0
device-0001,2024-09-26T12:04:51Z,29.03,online,BR,0
device-0001,2024-09-27T06:22:04Z,31.31,pos,BR,0
device-0001,2024-10-18T14:41:18Z,24.19,online,BR,0
device-0001,2024-10-22T22:00:08Z,6.69,online,IN,0
device-0001,2024-10-28T08:50:36Z,22.87,online,BR,0
device-0001,2024-10-31T12:04:03Z,22.85,pos,BR,0
device-0001,2024-11-01T03:48:11Z,14.73,pos,BR,0
device-0001,2024-11-04T21:09:26Z,22.74,pos,BR,0
device-0001,2024-11-05T04:23:51Z,40.75,atm,BR,0
device-0001,2024-11-06T15:29:14Z,46.36,pos,US,0
device-0001,2024-11-07T05:44:38Z,61.41,pos,BR,0
device-0001,2024-11-12T21:53:16Z,31.96,online,BR,0
device-0001,2024-11-30T15:41:25Z,21.74,online,BR,0
device-0001,2024-12-08T23:08:53Z,32.11,pos,BR,0
device-0001,2024-12-11T12:43:24Z,28.18,online,BR,0
device-0001,2024-12-17T15:07:34Z,18.62,online,BR,0
device-0001,2024-12-18T04:29:55Z,1.0,pos,NL,0
device-0001,2024-12-24T05:42:31Z,37.74,pos,BR,0
device-0001,2024-12-27T20:35:44Z,26.97,pos,GB,0
device-0002,2024-01-01T23:54:35Z,1.0,online,US,0
device-0002,2024-01-07T16:43:07Z,212.15,online,US,0
device-0002,2024-01-15T06:02:31Z,107.9,pos,US,0
device-0002,2024-01-16T15:13:58Z,225.06,pos,FR,0
device-0002,2024-01-18T16:14:13Z,173.76,atm,US,0
device-0002,2024-01-20T01:07:31Z,131.64,atm,US,0
device-0002,2024-01-27T18:43:24Z,219.62,pos,US,0
device-0002,2024-02-05T11:13:41Z,224.42,online,US,0
device-0002,2024-02-11T10:04:49Z,2016.84,atm,US,1
device-0002,2024-02-16T00:02:54Z,158.69,pos,US,0
device-0002,2024-02-17T00:18:53Z,302.92,pos,US,0
device-0002,2024-02-19T00:42:01Z,321.73,pos,US,0
device-0002,2024-02-22T16:48:39Z,181.0,pos,US,0
device-0002,2024-02-27T17:00:34Z,7.8,online,US,0
device-0002,2024-02-29T09:58:51Z,342.08,online,US,0
device-0002,2024-03-07T00:21:44Z,83.34,online,US,0
device-0002,2024-03-09T00:53:45Z,77.73,pos,US,0
device-0002,2024-03-11T11:36:05Z,288.0,atm,US,0
device-0002,2024-03-26T05:09:28Z,81.71,online,US,0
device-0002,2024-04-02T22:24:50Z,286.54,pos,US,0
device-0002,2024-04-03T03:42:19Z,20.99,online,US,1
device-0002,2024-04-04T20:05:06Z,220.62,pos,US,0
device-0002,2024-04-07T15:15:07Z,127.16,online,US,0
device-0002,2024-04-09T03:49:02Z,305.88,pos,AU,0
device-0002,2024-04-13T03:52:26Z,234.46,pos,US,0
device-0002,2024-04-14T21:21:01Z,16.7,pos,AU,0
device-0002,2024-04-25T01:13:01Z,103.82,atm,US,1
device-0002,2024-04-28T02:20:07Z,141.27,pos,JP,0
device-0002,2024-04-28T22:02:49Z,107.54,pos,US,0
device-0002,2024-04-29T11:08:59Z,279.53,pos,US,0
device-0002,2024-05-03T13:37:05Z,225.02,pos,US,0
device-0002,2024-05-05T04:05:47Z,228.58,pos,US,0
device-0002,2024-05-07T03:08:52Z,196.28,online,US,0
device-0002,2024-05-08T01:59:34Z,139.65,online,US,0
device-0002,2024-05-16T14:37:46Z,329.87,online,US,0
device-0002,2024-06-03T01:05:14Z,40.08,atm,US,0
device-0002,2024-06-07T14:04:48Z,1.0,online,US,0
device-0002,2024-06-09T11:44:47Z,179.39,online,US,0
device-0002,2024-06-13T18:50:45Z,72.54,pos,US,0
device-0002,2024-06-15T12:59:01Z,221.14,online,US,0
device-0002,2024-06-19T00:12:30Z,113.58,online,US,0
device-0002,2024-06-19T03:32:16Z,1721.16,atm,US,1
device-0002,2024-06-20T13:13:11Z,106.72,atm,MX,0
device-0002,2024-07-01T11:54:06Z,150.25,online,US,0
device-0002,2024-07-02T09:24:26Z,185.53,online,US,0
device-0002,2024-07-04T21:56:23Z,403.86,online,US,0
device-0002,2024-07-08T17:52:32Z,41.77,pos,US,0
device-0002,2024-07-09T15:19:15Z,143.12,online,US,0
device-0002,2024-07-10T23:16:13Z,129.87,pos,US,0
device-0002,2024-07-12T14:17:32Z,224.21,pos,US,0
device-0002,2024-07-19T15:18:53Z,78.74,atm,US,0
device-0002,2024-07-23T06:13:09Z,48.68,atm,US,0
device-0002,2024-08-01T17:59:32Z,161.04,online,US,0
device-0002,2024-08-10T01:32:25Z,244.97,online,US,0
device-0002,2024-08-14T11:25:06Z,286.53,online,US,0
device-0002,2024-08-16T00:22:56Z,243.69,atm,BR,0
device-0002,2024-08-17T01:14:14Z,240.6,pos,IT,0
device-0002,2024-08-28T04:04:36Z,92.07,online,US,0
device-0002,2024-08-29T07:16:05Z,130.5,online,US,0
device-0002,2024-08-29T15:51:18Z,169.31,pos,IN,0
device-0002,2024-09-18T21:28:02Z,128.29,pos,US,0
device-0002,2024-09-22T19:03:58Z,411.19,atm,NL,0
device-0002,2024-09-23T14:11:14Z,115.22,online,US,0
device-0002,2024-09-23T22:53:30Z,47.29,online,US,0
device-0002,2024-09-25T00:47:26Z,333.05,online,US,0
device-0002,2024-09-26T00:28:29Z,237.44,online,US,0
device-0002,2024-09-27T18:18:35Z,91.98,pos,US,0
device-0002,2024-09-28T15:29:09Z,82.83,online,US,0
device-0002,2024-09-30T08:44:16Z,331.02,pos,US,0
device-0002,2024-10-08T05:51:34Z,280.44,online,US,0
device-0002,2024-10-08T09:37:18Z,1.0,pos,US,0
device-0002,2024-10-12T07:17:08Z,76.25,pos,US,0
device-0002,2024-10-14T10:07:56Z,137.32,online,US,0
device-0002,2024-10-17T11:10:20Z,231.99,pos,US,0
device-0002,2024-10-17T21:24:43Z,195.52,pos,ES,0
device-0002,2024-10-23T06:29:19Z,163.01,pos,US,0
device-0002,2024-10-27T00:40:06Z,328.28,online,US,0
device-0002,2024-11-05T20:20:11Z,28.93,online,US,0
device-0002,2024-11-14T17:55:17Z,102.92,pos,US,0
device-0002,2024-11-15T06:40:23Z,261.37,online,US,0
device-0002,2024-11-15T08:40:46Z,60.17,pos,US,0
device-0002,2024-11-18T08:30:38Z,57.59,pos,US,0
device-0002,2024-11-19T02:05:46Z,97.35,online,US,0
device-0002,2024-11-19T04:08:11Z,114.04,online,MX,0
device-0002,2024-11-22T18:28:09Z,198.09,atm,US,0
device-0002,2024-11-27T19:42:02Z,217.05,online,JP,0
device-0002,2024-11-28T17:19:16Z,285.18,pos,US,0
device-0002,2024-12-04T05:41:01Z,1.0,pos,US,0
device-0002,2024-12-04T19:11:56Z,327.8,pos,US,0
device-0002,2024-12-08T09:23:53Z,62.18,pos,US,0
device-0002,2024-12-16T15:57:48Z,120.59,online,US,0
device-0002,2024-12-16T20:31:21Z,273.65,online,US,0
device-0002,2024-12-24T00:26:02Z,213.36,pos,US,0
device-0002,2024-12-26T17:51:21Z,259.92,online,US,0
device-0003,2024-01-08T01:55:15Z,81.4,online,NL,0
device-0003,2024-01-15T10:50:31Z,46.05,online,NL,0
device-0003,2024-01-15T14:31:29Z,66.69,online,NL,0
device-0003,2024-01-26T14:20:34Z,28.29,online,NL,0
device-0003,2024-01-30T05:50:27Z,19.78,online,IN,0
device-0003,2024-02-01T09:01:18Z,61.48,online,NL,0
device-0003,2024-02-02T18:00:16Z,58.06,pos,NL,0
device-0003,2024-02-03T03:39:12Z,53.92,online,NL,0
device-0003,2024-02-07T17:38:00Z,46.38,atm,NL,0
device-0003,2024-02-09T06:42:00Z,66.4,pos,NL,0
device-0003,2024-02-10T04:42:26Z,60.13,pos,NL,0
device-0003,2024-02-14T10:24:59Z,63.09,pos,NL,0
device-0003,2024-02-14T14:48:31Z,35.71,pos,NL,0
device-0003,2024-02-18T21:41:44Z,64.4,pos,NL,0
device-0003,2024-02-20T11:36:52Z,102.18,pos,NL,0
device-0003,2024-02-23T07:07:15Z,58.8,pos,NL,0
device-0003,2024-02-25T15:12:02Z,44.94,pos,NL,0
device-0003,2024-02-27T08:34:08Z,116.06,online,NL,0
device-0003,2024-02-29T06:41:52Z,76.54,pos,NL,0
device-0003,2024-03-02T03:09:38Z,52.29,online,NL,0
device-0003,2024-03-04T00:15:13Z,42.43,online,NL,0
device-0003,2024-03-08T16:05:32Z,45.18,online,NL,0
device-0003,2024-03-09T05:05:02Z,77.24,online,NL,0
device-0003,2024-03-11T01:35:58Z,81.22,online,NL,0
device-0003,2024-03-23T08:58:10Z,107.81,pos,NL,0
device-0003,2024-03-23T14:52:09Z,72.97,online,NL,0
device-0003,2024-03-26T15:22:50Z,81.99,online,NL,0
device-0003,2024-03-31T21:03:55Z,69.29,pos,NL,0
device-0003,2024-04-07T20:46:15Z,106.33,pos,NL,0
device-0003,2024-04-15T16:10:56Z,91.01,online,NL,0
device-0003,2024-04-15T20:08:20Z,38.35,pos,NL,0
device-0003,2024-04-20T16:58:47Z,91.1,online,NL,0
device-0003,2024-04-21T16:54:01Z,1.0,pos,NL,0
device-0003,2024-04-27T03:23:54Z,1.0,pos,US,0
device-0003,2024-04-27T14:29:27Z,50.86,pos,NL,0
device-0003,2024-05-02T18:37:41Z,55.47,online,NL,0
device-0003,2024-05-09T08:25:28Z,72.74,pos,NL,0
device-0003,2024-05-15T18:22:08Z,50.87,atm,NL,0
device-0003,2024-05-19T03:03:36Z,94.45,pos,NL,0
device-0003,2024-05-22T20:31:34Z,27.38,pos,NL,0
device-0003,2024-05-23T03:28:02Z,95.67,pos,NL,0
device-0003,2024-05-30T10:59:02Z,16.1,online,NL,0
device-0003,2024-06-03T08:08:36Z,65.08,atm,NL,1
device-0003,2024-06-03T14:55:49Z,35.69,online,IT,0
device-0003,2024-06-03T20:26:04Z,19.44,online,NL,0
device-0003,2024-06-06T07:10:29Z,70.29,online,NL,0
device-0003,2024-06-08T13:00:50Z,57.72,online,NL,0
device-0003,2024-06-09T20:28:20Z,80.68,online,NL,0
device-0003,2024-06-10T03:00:14Z,6.69,pos,NL,0
device-0003,2024-06-18T04:47:58Z,37.93,pos,NL,0
device-0003,2024-06-21T12:13:55Z,80.61,pos,NL,0
device-0003,2024-06-23T02:13:40Z,64.36,pos,NL,0
device-0003,2024-06-24T08:47:48Z,11.92,pos,NL,0
device-0003,2024-06-25T04:56:03Z,140.56,pos,NL,0
device-0003,2024-06-29T04:21:21Z,89.91,pos,NL,0
device-0003,2024-07-05T15:25:46Z,102.16,pos,NL,0
device-0003,2024-07-06T03:08:50Z,93.33,atm,NL,0
device-0003,2024-07-12T03:58:02Z,24.82,pos,NL,0
device-0003,2024-07-14T16:07:01Z,48.64,online,NL,0
device-0003,2024-07-18T08:47:39Z,76.89,online,NL,0
device-0003,2024-07-22T00:21:53Z,88.53,pos,NL,0
device-0003,2024-07-23T11:37:49Z,59.18,online,NL,0
device-0003,2024-07-25T01:35:43Z,14.54,pos,MX,0
device-0003,2024-07-28T18:57:32Z,108.61,online,NL,0
device-0003,2024-08-03T05:35:27Z,75.19,online,NL,0
device-0003,2024-08-06T00:41:45Z,28.65,online,NL,0
device-0003,2024-08-08T10:21:19Z,79.58,pos,GB,0
device-0003,2024-08-10T00:13:35Z,41.34,pos,NL,0
device-0003,2024-08-10T16:28:20Z,30.36,online,NL,0
device-0003,2024-08-14T07:31:33Z,25.11,pos,FR,0
device-0003,2024-08-15T18:15:02Z,5.1,atm,NL,0
device-0003,2024-08-21T22:45:55Z,120.65,online,NL,0
device-0003,2024-08-24T12:14:38Z,27.71,atm,NL,0
device-0003,2024-08-30T11:03:38Z,15.24,pos,NL,0
device-0003,2024-09-02T21:35:27Z,30.14,atm,NL,0
device-0003,2024-09-03T18:23:37Z,49.13,pos,FR,0
device-0003,2024-09-06T21:47:30Z,45.9,pos,NL,0
device-0003,2024-09-20T11:57:00Z,77.65,pos,NL,0
device-0003,2024-09-25T01:52:55Z,12.34,online,NL,0
device-0003,2024-09-28T06:18:18Z,54.52,pos,NL,0
device-0003,2024-10-06T23:32:22Z,40.89,pos,NL,0
device-0003,2024-10-11T10:05:16Z,86.58,online,MX,0
device-0003,2024-10-15T04:19:35Z,108.07,online,NL,0
device-0003,2024-10-24T13:05:36Z,65.11,pos,NL,0
device-0003,2024-10-25T19:41:13Z,1.0,online,NL,0
device-0003,2024-11-03T12:16:36Z,41.8,pos,NL,0
device-0003,2024-11-07T04:16:38Z,44.74,pos,NL,0
device-0003,2024-11-15T09:29:05Z,42.82,pos,NL,0
device-0003,2024-11-17T22:27:27Z,93.36,atm,AU,0
device-0003,2024-11-19T15:25:26Z,88.34,pos,NL,0
device-0003,2024-11-24T05:25:01Z,26.46,pos,NL,0
device-0003,2024-11-25T01:23:41Z,1.0,online,NL,0
device-0003,2024-11-28T05:22:25Z,1.0,online,MX,0
device-0003,2024-12-01T15:23:38Z,34.05,atm,NL,0
device-0003,2024-12-10T13:51:22Z,9.12,pos,NL,0
device-0003,2024-12-15T17:33:27Z,38.84,pos,NL,0
device-0003,2024-12-16T13:21:48Z,20.96,online,NL,0
device-0003,2024-12-23T04:52:31Z,19.7,online,NL,0
device-0003,2024-12-24T21:44:31Z,82.98,pos,NL,0
device-0004,2024-01-07T07:23:18Z,1.0,online,CA,0
device-0004,2024-01-08T09:07:44Z,62.1,online,CA,0
device-0004,2024-01-08T21:31:46Z,4.02,online,CA,0
device-0004,2024-01-26T12:49:00Z,26.87,online,NL,0
device-0004,2024-01-27T02:39:37Z,11.43,online,CA,0
device-0004,2024-01-30T20:37:26Z,22.99,pos,CA,0
device-0004,2024-02-07T13:08:12Z,20.4,online,CA,0
device-0004,2024-02-13T01:16:13Z,17.05,pos,CA,0
device-0004,2024-02-14T01:25:03Z,78.51,online,CA,0
device-0004,2024-02-17T13:59:13Z,73.41,online,CA,0
device-0004,2024-02-26T17:16:41Z,80.1,online,CA,0
device-0004,2024-02-29T14:08:50Z,105.8,pos,ES,0
device-0004,2024-03-11T16:01:09Z,21.7,pos,CA,0
device-0004,2024-03-16T14:19:08Z,32.15,online,CA,0
device-0004,2024-04-02T14:25:02Z,34.89,online,CA,0
device-0004,2024-04-03T10:13:16Z,38.4,pos,CA,0
device-0004,2024-04-13T14:01:01Z,30.3,pos,CA,0
device-0004,2024-04-20T21:46:09Z,84.53,pos,FR,0
device-0004,2024-04-21T02:44:48Z,71.16,online,CA,0
device-0004,2024-04-24T19:33:50Z,67.07,online,CA,0
device-0004,2024-05-22T22:11:14Z,36.42,online,CA,0
device-0004,2024-05-23T21:41:05Z,1.0,pos,CA,0
device-0004,2024-05-25T14:26:21Z,90.05,online,CA,0
device-0004,2024-05-30T03:47:25Z,45.46,online,CA,0
device-0004,2024-06-01T17:16:58Z,47.3,pos,FR,0
device-0004,2024-06-05T14:36:01Z,70.81,online,CA,0
device-0004,2024-06-17T21:56:21Z,1.0,online,US,0
device-0004,2024-06-29T21:52:48Z,89.15,pos,CA,0
device-0004,2024-07-07T01:32:51Z,59.06,pos,CA,0
device-0004,2024-07-12T16:46:38Z,22.73,pos,CA,0
device-0004,2024-07-23T07:13:45Z,25.75,pos,CA,0
device-0004,2024-07-27T10:19:13Z,69.11,online,CA,0
device-0004,2024-07-29T21:24:46Z,41.39,pos,CA,0
device-0004,2024-07-30T21:09:02Z,50.21,online,AU,0
device-0004,2024-07-31T01:13:01Z,30.27,online,CA,0
device-0004,2024-08-01T14:20:41Z,39.89,pos,DE,0
device-0004,2024-08-11T06:27:40Z,58.56,online,BR,0
device-0004,2024-08-20T01:16:42Z,50.47,pos,CA,0
device-0004,2024-08-21T23:16:18Z,51.34,atm,CA,0
device-0004,2024-08-26T14:53:11Z,48.85,pos,CA,0
device-0004,2024-08-26T23:44:00Z,67.76,online,DE,0
device-0004,2024-09-04T14:02:51Z,54.79,online,CA,0
device-0004,2024-09-09T20:58:16Z,49.79,online,CA,0
device-0004,2024-09-12T04:39:24Z,52.51,pos,CA,0
device-0004,2024-09-22T21:42:14Z,20.93,pos,CA,0
device-0004,2024-09-24T21:04:26Z,46.04,online,CA,0
device-0004,2024-09-27T07:51:40Z,17.63,pos,CA,0
device-0004,2024-10-02T11:27:16Z,68.27,online,JP,0
device-0004,2024-10-06T01:19:06Z,46.1,online,CA,0
device-0004,2024-10-09T10:19:10Z,58.1,pos,CA,0
device-0004,2024-10-28T10:37:07Z,17.94,atm,CA,0
device-0004,2024-11-03T05:40:20Z,84.93,online,CA,0
device-0004,2024-11-03T14:35:13Z,89.14,online,CA,0
device-0004,2024-11-04T05:47:11Z,1.0,online,CA,0
device-0004,2024-11-08T02:40:12Z,60.52,atm,CA,0
device-0004,2024-11-09T13:02:27Z,63.43,pos,CA,0
device-0004,2024-11-16T12:27:32Z,74.43,atm,CA,0
device-0004,2024-11-24T08:49:44Z,1.0,atm,CA,0
device-0004,2024-11-24T12:40:25Z,75.93,online,CA,0
device-0004,2024-11-25T14:10:16Z,38.62,pos,CA,0
device-0004,2024-11-27T04:55:01Z,33.33,online,CA,0
device-0004,2024-11-30T13:37:22Z,102.61,pos,CA,0
device-0004,2024-12-03T04:19:08Z,64.2,online,CA,0
device-0004,2024-12-20T18:49:59Z,52.87,pos,CA,0
device-0004,2024-12-24T19:38:57Z,190.19,pos,MX,1
device-0004,2024-12-28T15:11:42Z,57.45,pos,CA,0
device-0004,2024-12-31T16:24:47Z,12.9,pos,CA,0
device-0005,2024-01-11T08:22:10Z,28.71,pos,ES,0
device-0005,2024-01-15T11:38:41Z,225.79,atm,ES,0
device-0005,2024-02-03T16:27:16Z,54.21,online,ES,0
device-0005,2024-02-09T01:08:47Z,145.28,pos,ES,0
device-0005,2024-02-12T13:35:19Z,153.44,atm,ES,0
device-0005,2024-02-17T07:56:56Z,79.61,pos,ES,0
device-0005,2024-02-29T11:47:34Z,95.6,pos,MX,0
device-0005,2024-03-09T06:28:10Z,180.98,atm,ES,0
device-0005,2024-03-16T00:23:37Z,217.49,online,ES,0
device-0005,2024-03-24T02:30:05Z,212.15,online,ES,0
device-0005,2024-04-01T18:29:58Z,102.3,online,ES,0
device-0005,2024-04-12T16:02:02Z,126.21,pos,ES,0
device-0005,2024-04-25T13:58:07Z,203.98,pos,ES,0
device-0005,2024-04-26T10:15:02Z,56.84,pos,ES,0
device-0005,2024-05-08T00:19:49Z,706.63,atm,ES,1
device-0005,2024-05-14T12:20:30Z,174.08,atm,ES,0
device-0005,2024-06-02T05:18:32Z,111.58,pos,GB,0
device-0005,2024-06-11T15:18:55Z,85.91,online,ES,0
device-0005,2024-07-04T10:11:41Z,121.38,online,ES,0
device-0005,2024-07-08T21:50:20Z,225.85,online,ES,0
device-0005,2024-07-13T05:03:50Z,249.18,online,ES,0
device-0005,2024-07-20T10:28:40Z,42.69,online,ES,0
device-0005,2024-07-23T01:48:07Z,172.98,online,AU,0
device-0005,2024-08-01T07:14:11Z,161.79,atm,ES,0
device-0005,2024-08-26T02:12:32Z,78.08,online,ES,0
device-0005,2024-08-27T02:31:33Z,85.23,pos,ES,0
device-0005,2024-09-05T01:13:15Z,91.57,atm,ES,0
device-0005,2024-09-21T05:14:46Z,14.31,pos,ES,0
device-0005,2024-09-21T08:50:04Z,112.08,online,ES,0
device-0005,2024-10-07T01:54:40Z,147.05,pos,ES,0
device-0005,2024-10-13T01:46:35Z,136.72,online,ES,0
device-0005,2024-10-17T21:12:56Z,171.58,atm,US,1
device-0005,2024-10-20T13:36:06Z,76.27,atm,ES,0
device-0005,2024-10-26T19:27:58Z,94.58,pos,ES,0
device-0005,2024-10-27T23:15:55Z,182.62,pos,ES,0
device-0005,2024-10-28T10:21:15Z,192.01,pos,ES,0
device-0005,2024-11-08T05:30:17Z,65.63,pos,ES,0
device-0005,2024-11-10T02:41:30Z,78.06,online,ES,0
device-0005,2024-11-23T05:37:09Z,160.71,online,ES,0
device-0005,2024-12-13T15:06:28Z,183.93,pos,ES,0
device-0005,2024-12-17T12:55:41Z,185.27,pos,ES,0
device-0005,2024-12-18T14:35:08Z,135.83,pos,ES,0
device-0005,2024-12-26T13:49:34Z,202.2,atm,ES,0
device-0005,2024-12-26T19:50:12Z,176.22,online,ES,0
device-0005,2024-12-30T12:01:04Z,119.14,online,ES,0
device-0006,2024-01-02T04:06:22Z,121.17,pos,MX,0
device-0006,2024-01-02T08:22:24Z,78.36,pos,AU,0
device-0006,2024-01-05T14:27:32Z,66.14,online,MX,0
device-0006,2024-01-18T04:18:58Z,11.59,online,MX,0
device-0006,2024-01-22T14:33:47Z,118.64,pos,MX,0
device-0006,2024-01-23T10:08:44Z,106.22,pos,MX,0
device-0006,2024-01-29T06:23:56Z,162.8,online,MX,0
device-0006,2024-01-29T20:58:26Z,32.45,pos,MX,0
device-0006,2024-01-30T20:57:32Z,57.99,online,NL,0
device-0006,2024-01-31T07:58:12Z,166.95,atm,MX,0
device-0006,2024-02-01T07:24:14Z,66.29,pos,MX,0
device-0006,2024-02-02T02:41:25Z,122.15,pos,MX,0
device-0006,2024-02-06T07:29:16Z,32.72,online,MX,0
device-0006,2024-02-09T04:25:31Z,57.68,pos,MX,0
device-0006,2024-02-10T02:45:35Z,139.94,online,MX,0
device-0006,2024-02-11T09:07:35Z,42.87,online,AU,0
device-0006,2024-02-11T13:03:17Z,57.97,online,MX,0
device-0006,2024-02-11T13:27:55Z,114.7,atm,MX,0
device-0006,2024-02-15T03:26:07Z,1.0,pos,MX,0
device-0006,2024-02-27T22:48:32Z,70.54,online,MX,0
device-0006,2024-02-28T15:41:54Z,56.85,online,MX,0
device-0006,2024-03-05T22:29:09Z,153.67,online,MX,0
device-0006,2024-03-06T20:37:38Z,105.18,pos,MX,0
device-0006,2024-03-14T04:45:54Z,186.61,atm,MX,0
device-0006,2024-03-23T06:11:29Z,84.49,atm,CA,0
device-0006,2024-03-30T07:55:44Z,29.9,online,MX,0
device-0006,2024-04-09T22:27:33Z,110.71,pos,MX,0
device-0006,2024-04-14T01:40:49Z,50.02,online,MX,0
device-0006,2024-04-14T18:24:19Z,46.46,online,MX,0
device-0006,2024-04-16T20:37:13Z,104.34,online,NL,0
device-0006,2024-05-04T12:48:55Z,177.05,online,MX,0
device-0006,2024-05-08T06:16:27Z,100.1,pos,ES,0
device-0006,2024-05-12T06:33:16Z,1.0,pos,MX,0
device-0006,2024-05-13T19:14:30Z,219.02,pos,MX,0
device-0006,2024-05-14T07:38:39Z,103.95,online,MX,0
device-0006,2024-05-17T15:37:49Z,186.96,online,MX,0
device-0006,2024-05-23T23:13:13Z,1293.15,atm,MX,1
device-0006,2024-05-28T00:37:07Z,125.07,pos,MX,0
